Date,Vehicle body type,Motive power,Count
2023-05-01,Heavy Vehicle,Petrol Or Lpg Option,4
2023-05-01,Light Vehicle,CNG,2
2023-05-01,Light Vehicle,Diesel,"62,634"
2023-05-01,Light Vehicle,Diesel Or Lpg Option,14
2023-05-01,Light Vehicle,Electric,"4,346"
2023-05-01,Light Vehicle,Hybrid,"8,669"
2023-05-01,Light Vehicle,Hydrogen Fuel Cell Electric,22
2023-05-01,Light Vehicle,LPG,602
2023-05-01,Light Vehicle,Other,106
2023-05-01,Light Vehicle,Petrol,"235,376"
2023-05-01,Light Vehicle,Petrol Or Lpg Option,680
2023-05-01,Light Vehicle,Plug-in Hybrid Electric,829
2023-05-01,Light Vehicle,Solar,1
2023-05-01,Light Vehicle,Steam,1
2023-05-01,Light Vehicle,,219
2023-05-01,Motorcycle,Diesel,3
2023-05-01,Motorcycle,Electric,173
2023-05-01,Motorcycle,Other,3
2023-05-01,Motorcycle,Petrol,"12,110"
2023-05-01,Motorcycle,Solar,1
2023-05-01,Motorcycle,,5
2023-05-01,Trailer,,"40,073"
2023-05-01,Heavy Vehicle,Petrol Or Lpg Option,4
2023-05-01,Light Vehicle,CNG,2
2023-05-01,Light Vehicle,Diesel,"62,634"
2023-05-01,Light Vehicle,Diesel Or Lpg Option,14
2023-05-01,Light Vehicle,Electric,"4,346"
2023-05-01,Light Vehicle,Hybrid,"8,669"
2023-05-01,Light Vehicle,Hydrogen Fuel Cell Electric,22
2023-05-01,Light Vehicle,LPG,602
2023-05-01,Light Vehicle,Other,106
2023-05-01,Light Vehicle,Petrol,"235,376"
2023-05-01,Light Vehicle,Petrol Or Lpg Option,680
2023-05-01,Light Vehicle,Plug-in Hybrid Electric,829
2023-05-01,Light Vehicle,Solar,1
2023-05-01,Light Vehicle,Steam,1
2023-05-01,Light Vehicle,,219
2023-05-01,Motorcycle,Diesel,3
2023-05-01,Motorcycle,Electric,173
2023-05-01,Motorcycle,Other,3
2023-05-01,Motorcycle,Petrol,"12,110"
2023-05-01,Motorcycle,Solar,1
2023-05-01,Motorcycle,,5
2023-05-01,Trailer,,"40,073"
2023-06-01,Heavy Vehicle,CNG,70
2023-06-01,Heavy Vehicle,Diesel,"3,453"
2023-06-01,Heavy Vehicle,Electric,20
2023-06-01,Heavy Vehicle,LPG,10
2023-06-01,Heavy Vehicle,Petrol,39
2023-06-01,Heavy Vehicle,CNG,70
2023-06-01,Heavy Vehicle,Diesel,"3,453"
2023-06-01,Heavy Vehicle,Electric,20
2023-06-01,Heavy Vehicle,LPG,10
2023-06-01,Heavy Vehicle,Petrol,39
2023-06-01,Heavy Vehicle,CNG,70
2023-06-01,Heavy Vehicle,Diesel,"2,753"
2023-06-01,Heavy Vehicle,Electric,20
2023-06-01,Heavy Vehicle,LPG,11
2023-06-01,Heavy Vehicle,Petrol,27
2023-06-01,Heavy Vehicle,Petrol Or Lpg Option,4
2023-06-01,Light Vehicle,CNG,2
2023-06-01,Light Vehicle,Diesel,"63,268"
2023-06-01,Light Vehicle,Diesel Or Lpg Option,14
2023-06-01,Light Vehicle,Electric,"4,711"
2023-06-01,Light Vehicle,Hybrid,"8,812"
2023-06-01,Light Vehicle,Hydrogen Fuel Cell Electric,22
2023-06-01,Light Vehicle,LPG,603
2023-06-01,Light Vehicle,Other,104
2023-06-01,Light Vehicle,Petrol,"234,790"
2023-06-01,Light Vehicle,Petrol Or Lpg Option,658
2023-06-01,Light Vehicle,Plug-in Hybrid Electric,846
2023-06-01,Light Vehicle,Solar,1
2023-06-01,Light Vehicle,Steam,1
2023-06-01,Light Vehicle,,225
2023-06-01,Motorcycle,Diesel,3
2023-06-01,Motorcycle,Electric,178
2023-06-01,Motorcycle,Other,3
2023-06-01,Motorcycle,Petrol,"11,476"
2023-06-01,Motorcycle,Solar,1
2023-06-01,Motorcycle,,6
2023-06-01,Trailer,,"39,855"
2023-07-01,Heavy Vehicle,CNG,70
2023-07-01,Heavy Vehicle,Diesel,"2,735"
2023-07-01,Heavy Vehicle,Electric,21
2023-07-01,Heavy Vehicle,LPG,11
2023-07-01,Heavy Vehicle,Petrol,27
2023-07-01,Heavy Vehicle,Petrol Or Lpg Option,4
2023-07-01,Light Vehicle,CNG,2
2023-07-01,Light Vehicle,Diesel,"63,398"
2023-07-01,Light Vehicle,Diesel Or Lpg Option,14
2023-07-01,Light Vehicle,Electric,"4,988"
2023-07-01,Light Vehicle,Hybrid,"8,971"
2023-07-01,Light Vehicle,Hydrogen Fuel Cell Electric,22
2023-07-01,Light Vehicle,LPG,592
2023-07-01,Light Vehicle,Other,102
2023-07-01,Light Vehicle,Petrol,"235,132"
2023-07-01,Light Vehicle,Petrol Or Lpg Option,653
2023-07-01,Light Vehicle,Plug-in Hybrid Electric,863
2023-07-01,Light Vehicle,Solar,1
2023-07-01,Light Vehicle,Steam,1
2023-07-01,Light Vehicle,,227
2023-07-01,Motorcycle,Diesel,3
2023-07-01,Motorcycle,Electric,178
2023-07-01,Motorcycle,Other,2
2023-07-01,Motorcycle,Petrol,"11,324"
2023-07-01,Motorcycle,Solar,1
2023-07-01,Motorcycle,,6
2023-07-01,Trailer,,"39,620"
2015-01-01T00:00:00.000,Light Vehicle,,"39,579"
2015-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,12
2015-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,410"
2015-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-01-01T00:00:00.000,Light Vehicle,Petrol,"218,448"
2015-01-01T00:00:00.000,Light Vehicle,Other,176
2015-01-01T00:00:00.000,Light Vehicle,LPG,"1,355"
2015-01-01T00:00:00.000,Light Vehicle,Hybrid,"1,404"
2015-01-01T00:00:00.000,Light Vehicle,Electric,122
2015-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,24
2015-01-01T00:00:00.000,Light Vehicle,Diesel,"35,435"
2015-01-01T00:00:00.000,Light Vehicle,CNG,8
2015-01-01T00:00:00.000,Motorcycle,,16
2015-01-01T00:00:00.000,Motorcycle,Petrol,"12,568"
2015-01-01T00:00:00.000,Motorcycle,Electric,6
2015-01-01T00:00:00.000,Heavy Vehicle,,398
2015-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-01-01T00:00:00.000,Heavy Vehicle,Petrol,22
2015-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,439"
2015-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-01-01T00:00:00.000,Motorcycle,Other,3
2015-01-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-01-01T00:00:00.000,Motorcycle,Diesel,2
2015-01-01T00:00:00.000,Light Vehicle,,"39,579"
2015-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,12
2015-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,410"
2015-01-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-01-01T00:00:00.000,Light Vehicle,Petrol,"218,448"
2015-01-01T00:00:00.000,Light Vehicle,Other,176
2015-01-01T00:00:00.000,Light Vehicle,LPG,"1,355"
2015-01-01T00:00:00.000,Light Vehicle,Hybrid,"1,404"
2015-01-01T00:00:00.000,Light Vehicle,Electric,122
2015-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,24
2015-01-01T00:00:00.000,Light Vehicle,Diesel,"35,435"
2015-01-01T00:00:00.000,Light Vehicle,CNG,8
2015-01-01T00:00:00.000,Motorcycle,,16
2015-01-01T00:00:00.000,Motorcycle,Petrol,"12,568"
2015-01-01T00:00:00.000,Motorcycle,Electric,6
2015-01-01T00:00:00.000,Heavy Vehicle,,398
2015-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-01-01T00:00:00.000,Heavy Vehicle,Petrol,22
2015-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,439"
2015-01-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-01-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-01-01T00:00:00.000,Motorcycle,Other,3
2015-01-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-01-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-01-01T00:00:00.000,Motorcycle,Diesel,2
2015-02-01T00:00:00.000,Motorcycle,,16
2015-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,12
2015-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,347"
2015-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-02-01T00:00:00.000,Light Vehicle,Petrol,"218,253"
2015-02-01T00:00:00.000,Light Vehicle,Other,174
2015-02-01T00:00:00.000,Light Vehicle,LPG,"1,344"
2015-02-01T00:00:00.000,Light Vehicle,Hybrid,"1,426"
2015-02-01T00:00:00.000,Light Vehicle,Electric,122
2015-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,23
2015-02-01T00:00:00.000,Light Vehicle,Diesel,"35,722"
2015-02-01T00:00:00.000,Light Vehicle,CNG,7
2015-02-01T00:00:00.000,Light Vehicle,,"39,590"
2015-02-01T00:00:00.000,Motorcycle,Petrol,"12,516"
2015-02-01T00:00:00.000,Motorcycle,Electric,6
2015-02-01T00:00:00.000,Heavy Vehicle,,401
2015-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-02-01T00:00:00.000,Heavy Vehicle,Petrol,22
2015-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,448"
2015-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-02-01T00:00:00.000,Motorcycle,Other,2
2015-02-01T00:00:00.000,Motorcycle,Diesel,2
2015-02-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-02-01T00:00:00.000,Motorcycle,,16
2015-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,12
2015-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,347"
2015-02-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-02-01T00:00:00.000,Light Vehicle,Petrol,"218,253"
2015-02-01T00:00:00.000,Light Vehicle,Other,174
2015-02-01T00:00:00.000,Light Vehicle,LPG,"1,344"
2015-02-01T00:00:00.000,Light Vehicle,Hybrid,"1,426"
2015-02-01T00:00:00.000,Light Vehicle,Electric,122
2015-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,23
2015-02-01T00:00:00.000,Light Vehicle,Diesel,"35,722"
2015-02-01T00:00:00.000,Light Vehicle,CNG,7
2015-02-01T00:00:00.000,Light Vehicle,,"39,590"
2015-02-01T00:00:00.000,Motorcycle,Petrol,"12,516"
2015-02-01T00:00:00.000,Motorcycle,Electric,6
2015-02-01T00:00:00.000,Heavy Vehicle,,401
2015-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-02-01T00:00:00.000,Heavy Vehicle,Petrol,22
2015-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,448"
2015-02-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-02-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-02-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-02-01T00:00:00.000,Motorcycle,Other,2
2015-02-01T00:00:00.000,Motorcycle,Diesel,2
2015-02-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-03-01T00:00:00.000,Motorcycle,,16
2015-03-01T00:00:00.000,Light Vehicle,,"39,620"
2015-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,13
2015-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,352"
2015-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,17
2015-03-01T00:00:00.000,Light Vehicle,Petrol,"218,913"
2015-03-01T00:00:00.000,Light Vehicle,Other,177
2015-03-01T00:00:00.000,Light Vehicle,LPG,"1,360"
2015-03-01T00:00:00.000,Light Vehicle,Hybrid,"1,455"
2015-03-01T00:00:00.000,Light Vehicle,Electric,124
2015-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-03-01T00:00:00.000,Light Vehicle,Diesel,"36,109"
2015-03-01T00:00:00.000,Light Vehicle,CNG,7
2015-03-01T00:00:00.000,Motorcycle,Petrol,"12,344"
2015-03-01T00:00:00.000,Motorcycle,Electric,6
2015-03-01T00:00:00.000,Heavy Vehicle,,406
2015-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-03-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-03-01T00:00:00.000,Heavy Vehicle,Diesel,"2,458"
2015-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-03-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-03-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-03-01T00:00:00.000,Motorcycle,Other,2
2015-03-01T00:00:00.000,Motorcycle,Diesel,2
2015-03-01T00:00:00.000,Motorcycle,,16
2015-03-01T00:00:00.000,Light Vehicle,,"39,620"
2015-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,13
2015-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,352"
2015-03-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,17
2015-03-01T00:00:00.000,Light Vehicle,Petrol,"218,913"
2015-03-01T00:00:00.000,Light Vehicle,Other,177
2015-03-01T00:00:00.000,Light Vehicle,LPG,"1,360"
2015-03-01T00:00:00.000,Light Vehicle,Hybrid,"1,455"
2015-03-01T00:00:00.000,Light Vehicle,Electric,124
2015-03-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-03-01T00:00:00.000,Light Vehicle,Diesel,"36,109"
2015-03-01T00:00:00.000,Light Vehicle,CNG,7
2015-03-01T00:00:00.000,Motorcycle,Petrol,"12,344"
2015-03-01T00:00:00.000,Motorcycle,Electric,6
2015-03-01T00:00:00.000,Heavy Vehicle,,406
2015-03-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-03-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-03-01T00:00:00.000,Heavy Vehicle,Diesel,"2,458"
2015-03-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-03-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-03-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-03-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-03-01T00:00:00.000,Motorcycle,Other,2
2015-03-01T00:00:00.000,Motorcycle,Diesel,2
2015-04-01T00:00:00.000,Light Vehicle,,"39,471"
2015-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,11
2015-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,338"
2015-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-04-01T00:00:00.000,Light Vehicle,Petrol,"218,583"
2015-04-01T00:00:00.000,Light Vehicle,Other,178
2015-04-01T00:00:00.000,Light Vehicle,LPG,"1,330"
2015-04-01T00:00:00.000,Light Vehicle,Hybrid,"1,459"
2015-04-01T00:00:00.000,Light Vehicle,Electric,126
2015-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-04-01T00:00:00.000,Light Vehicle,Diesel,"36,332"
2015-04-01T00:00:00.000,Light Vehicle,CNG,7
2015-04-01T00:00:00.000,Motorcycle,,16
2015-04-01T00:00:00.000,Motorcycle,Petrol,"11,869"
2015-04-01T00:00:00.000,Motorcycle,Electric,6
2015-04-01T00:00:00.000,Heavy Vehicle,,407
2015-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-04-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-04-01T00:00:00.000,Heavy Vehicle,Diesel,"2,451"
2015-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-04-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-04-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-04-01T00:00:00.000,Heavy Vehicle,Electric,4
2015-04-01T00:00:00.000,Motorcycle,Other,2
2015-04-01T00:00:00.000,Motorcycle,Diesel,2
2015-04-01T00:00:00.000,Light Vehicle,,"39,471"
2015-04-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,11
2015-04-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,338"
2015-04-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-04-01T00:00:00.000,Light Vehicle,Petrol,"218,583"
2015-04-01T00:00:00.000,Light Vehicle,Other,178
2015-04-01T00:00:00.000,Light Vehicle,LPG,"1,330"
2015-04-01T00:00:00.000,Light Vehicle,Hybrid,"1,459"
2015-04-01T00:00:00.000,Light Vehicle,Electric,126
2015-04-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-04-01T00:00:00.000,Light Vehicle,Diesel,"36,332"
2015-04-01T00:00:00.000,Light Vehicle,CNG,7
2015-04-01T00:00:00.000,Motorcycle,,16
2015-04-01T00:00:00.000,Motorcycle,Petrol,"11,869"
2015-04-01T00:00:00.000,Motorcycle,Electric,6
2015-04-01T00:00:00.000,Heavy Vehicle,,407
2015-04-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-04-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-04-01T00:00:00.000,Heavy Vehicle,Diesel,"2,451"
2015-04-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-04-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-04-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-04-01T00:00:00.000,Heavy Vehicle,Electric,4
2015-04-01T00:00:00.000,Motorcycle,Other,2
2015-04-01T00:00:00.000,Motorcycle,Diesel,2
2015-05-01T00:00:00.000,Light Vehicle,,"39,450"
2015-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,317"
2015-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-05-01T00:00:00.000,Light Vehicle,Petrol,"218,398"
2015-05-01T00:00:00.000,Light Vehicle,Other,176
2015-05-01T00:00:00.000,Light Vehicle,LPG,"1,338"
2015-05-01T00:00:00.000,Light Vehicle,Hybrid,"1,482"
2015-05-01T00:00:00.000,Light Vehicle,Electric,126
2015-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-05-01T00:00:00.000,Light Vehicle,Diesel,"36,716"
2015-05-01T00:00:00.000,Light Vehicle,CNG,7
2015-05-01T00:00:00.000,Motorcycle,,16
2015-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,13
2015-05-01T00:00:00.000,Motorcycle,Petrol,"11,504"
2015-05-01T00:00:00.000,Motorcycle,Electric,6
2015-05-01T00:00:00.000,Heavy Vehicle,,410
2015-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-05-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-05-01T00:00:00.000,Heavy Vehicle,Diesel,"2,443"
2015-05-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-05-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-05-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-05-01T00:00:00.000,Motorcycle,Other,2
2015-05-01T00:00:00.000,Motorcycle,Diesel,2
2015-05-01T00:00:00.000,Light Vehicle,,"39,450"
2015-05-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,317"
2015-05-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-05-01T00:00:00.000,Light Vehicle,Petrol,"218,398"
2015-05-01T00:00:00.000,Light Vehicle,Other,176
2015-05-01T00:00:00.000,Light Vehicle,LPG,"1,338"
2015-05-01T00:00:00.000,Light Vehicle,Hybrid,"1,482"
2015-05-01T00:00:00.000,Light Vehicle,Electric,126
2015-05-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-05-01T00:00:00.000,Light Vehicle,Diesel,"36,716"
2015-05-01T00:00:00.000,Light Vehicle,CNG,7
2015-05-01T00:00:00.000,Motorcycle,,16
2015-05-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,13
2015-05-01T00:00:00.000,Motorcycle,Petrol,"11,504"
2015-05-01T00:00:00.000,Motorcycle,Electric,6
2015-05-01T00:00:00.000,Heavy Vehicle,,410
2015-05-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,7
2015-05-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-05-01T00:00:00.000,Heavy Vehicle,Diesel,"2,443"
2015-05-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-05-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-05-01T00:00:00.000,Heavy Vehicle,LPG,3
2015-05-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-05-01T00:00:00.000,Motorcycle,Other,2
2015-05-01T00:00:00.000,Motorcycle,Diesel,2
2015-06-01T00:00:00.000,Motorcycle,Diesel,2
2015-06-01T00:00:00.000,Light Vehicle,,"39,329"
2015-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,14
2015-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,260"
2015-06-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-06-01T00:00:00.000,Light Vehicle,Petrol,"217,914"
2015-06-01T00:00:00.000,Light Vehicle,Other,176
2015-06-01T00:00:00.000,Light Vehicle,LPG,"1,318"
2015-06-01T00:00:00.000,Light Vehicle,Hybrid,"1,505"
2015-06-01T00:00:00.000,Light Vehicle,Electric,128
2015-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-06-01T00:00:00.000,Light Vehicle,Diesel,"37,071"
2015-06-01T00:00:00.000,Light Vehicle,CNG,7
2015-06-01T00:00:00.000,Motorcycle,,16
2015-06-01T00:00:00.000,Motorcycle,Petrol,"11,103"
2015-06-01T00:00:00.000,Motorcycle,Electric,7
2015-06-01T00:00:00.000,Heavy Vehicle,,408
2015-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-06-01T00:00:00.000,Heavy Vehicle,Petrol,22
2015-06-01T00:00:00.000,Heavy Vehicle,Diesel,"2,455"
2015-06-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-06-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-06-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-06-01T00:00:00.000,Motorcycle,Other,1
2015-06-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-06-01T00:00:00.000,Motorcycle,Diesel,2
2015-06-01T00:00:00.000,Light Vehicle,,"39,329"
2015-06-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,14
2015-06-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,260"
2015-06-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,16
2015-06-01T00:00:00.000,Light Vehicle,Petrol,"217,914"
2015-06-01T00:00:00.000,Light Vehicle,Other,176
2015-06-01T00:00:00.000,Light Vehicle,LPG,"1,318"
2015-06-01T00:00:00.000,Light Vehicle,Hybrid,"1,505"
2015-06-01T00:00:00.000,Light Vehicle,Electric,128
2015-06-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,21
2015-06-01T00:00:00.000,Light Vehicle,Diesel,"37,071"
2015-06-01T00:00:00.000,Light Vehicle,CNG,7
2015-06-01T00:00:00.000,Motorcycle,,16
2015-06-01T00:00:00.000,Motorcycle,Petrol,"11,103"
2015-06-01T00:00:00.000,Motorcycle,Electric,7
2015-06-01T00:00:00.000,Heavy Vehicle,,408
2015-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-06-01T00:00:00.000,Heavy Vehicle,Petrol,22
2015-06-01T00:00:00.000,Heavy Vehicle,Diesel,"2,455"
2015-06-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-06-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-06-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-06-01T00:00:00.000,Motorcycle,Other,1
2015-06-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-07-01T00:00:00.000,Motorcycle,,16
2015-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,15
2015-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,228"
2015-07-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,13
2015-07-01T00:00:00.000,Light Vehicle,Petrol,"218,457"
2015-07-01T00:00:00.000,Light Vehicle,Other,176
2015-07-01T00:00:00.000,Light Vehicle,LPG,"1,307"
2015-07-01T00:00:00.000,Light Vehicle,Hybrid,"1,546"
2015-07-01T00:00:00.000,Light Vehicle,Electric,127
2015-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-07-01T00:00:00.000,Light Vehicle,Diesel,"37,538"
2015-07-01T00:00:00.000,Light Vehicle,CNG,7
2015-07-01T00:00:00.000,Light Vehicle,,"39,292"
2015-07-01T00:00:00.000,Motorcycle,Petrol,"10,939"
2015-07-01T00:00:00.000,Motorcycle,Electric,7
2015-07-01T00:00:00.000,Heavy Vehicle,,409
2015-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-07-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,440"
2015-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-07-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-07-01T00:00:00.000,Motorcycle,Other,1
2015-07-01T00:00:00.000,Motorcycle,Diesel,2
2015-07-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-07-01T00:00:00.000,Motorcycle,,16
2015-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,15
2015-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,"2,228"
2015-07-01T00:00:00.000,Light Vehicle,Petrol Or Cng Option,13
2015-07-01T00:00:00.000,Light Vehicle,Petrol,"218,457"
2015-07-01T00:00:00.000,Light Vehicle,Other,176
2015-07-01T00:00:00.000,Light Vehicle,LPG,"1,307"
2015-07-01T00:00:00.000,Light Vehicle,Hybrid,"1,546"
2015-07-01T00:00:00.000,Light Vehicle,Electric,127
2015-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,22
2015-07-01T00:00:00.000,Light Vehicle,Diesel,"37,538"
2015-07-01T00:00:00.000,Light Vehicle,CNG,7
2015-07-01T00:00:00.000,Light Vehicle,,"39,292"
2015-07-01T00:00:00.000,Motorcycle,Petrol,"10,939"
2015-07-01T00:00:00.000,Motorcycle,Electric,7
2015-07-01T00:00:00.000,Heavy Vehicle,,409
2015-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,8
2015-07-01T00:00:00.000,Heavy Vehicle,Petrol,23
2015-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,440"
2015-07-01T00:00:00.000,Heavy Vehicle,CNG,73
2015-07-01T00:00:00.000,Heavy Vehicle,Electric,5
2015-07-01T00:00:00.000,Heavy Vehicle,Hybrid,3
2015-07-01T00:00:00.000,Motorcycle,Other,1
2015-07-01T00:00:00.000,Motorcycle,Diesel,2
2015-07-01T00:00:00.000,Heavy Vehicle,LPG,2
2015-08-01T00:00:00.000,Heavy Vehicle,LPG,2
